1,403292.9575,6160542.744
2,403292.9059,6160542.803
3,403292.8544,6160542.862
4,403292.8029,6160542.921
5,403292.7515,6160542.98
6,403292.7002,6160543.038
7,403292.649,6160543.097
8,403292.5979,6160543.156
9,403292.5469,6160543.214
10,403292.4959,6160543.273
11,403292.4451,6160543.331
12,403292.3944,6160543.39
13,403292.3437,6160543.448
14,403292.2931,6160543.506
15,403292.2427,6160543.564
16,403292.1923,6160543.622
17,403292.1421,6160543.68
18,403292.0919,6160543.738
19,403292.042,6160543.795
20,403291.9921,6160543.853
21,403291.9423,6160543.911
22,403291.8926,6160543.968
23,403291.8431,6160544.026
24,403291.7936,6160544.083
25,403291.7443,6160544.14
26,403291.6951,6160544.198
27,403291.646,6160544.255
28,403291.597,6160544.312
29,403291.5481,6160544.369
30,403291.4993,6160544.427
31,403291.4506,6160544.484
32,403291.402,6160544.541
33,403291.3534,6160544.598
34,403291.305,6160544.655
35,403291.2567,6160544.712
36,403291.2085,6160544.769
37,403291.1604,6160544.826
38,403291.1124,6160544.882
39,403291.0645,6160544.939
40,403291.0167,6160544.996
41,403290.969,6160545.053
42,403290.9214,6160545.11
43,403290.8739,6160545.167
44,403290.8265,6160545.223
45,403290.7792,6160545.28
46,403290.7321,6160545.337
47,403290.685,6160545.393
48,403290.6381,6160545.45
49,403290.5913,6160545.507
50,403290.5446,6160545.564
51,403290.4981,6160545.62
52,403290.4517,6160545.677
53,403290.4055,6160545.734
54,403290.3594,6160545.79
55,403290.3135,6160545.847
56,403290.2676,6160545.903
57,403290.2219,6160545.959
58,403290.1763,6160546.016
59,403290.1309,6160546.072
60,403290.0855,6160546.128
61,403290.0403,6160546.184
62,403289.9952,6160546.24
63,403289.9501,6160546.296
64,403289.9053,6160546.352
65,403289.8604,6160546.408
66,403289.8157,6160546.464
67,403289.7711,6160546.519
68,403289.7266,6160546.575
69,403289.6821,6160546.63
70,403289.6377,6160546.685
71,403289.5935,6160546.741
72,403289.5493,6160546.796
73,403289.5051,6160546.851
74,403289.4611,6160546.906
75,403289.4172,6160546.961
76,403289.3733,6160547.016
77,403289.3295,6160547.07
78,403289.2858,6160547.125
79,403289.2422,6160547.18
80,403289.1986,6160547.234
81,403289.1551,6160547.289
82,403289.1117,6160547.343
83,403289.0684,6160547.398
84,403289.0252,6160547.452
85,403288.982,6160547.506
86,403288.9388,6160547.561
87,403288.8958,6160547.615
88,403288.8528,6160547.669
89,403288.8098,6160547.723
90,403288.767,6160547.777
91,403288.7241,6160547.831
92,403288.6814,6160547.885
93,403288.6387,6160547.939
94,403288.596,6160547.992
95,403288.5535,6160548.046
96,403288.5109,6160548.1
97,403288.4684,6160548.153
98,403288.426,6160548.207
99,403288.3836,6160548.26
100,403288.3414,6160548.314
101,403288.2991,6160548.367
102,403288.2569,6160548.42
103,403288.2148,6160548.474
104,403288.1726,6160548.527
105,403288.1306,6160548.58
106,403288.0886,6160548.633
107,403288.0467,6160548.686
108,403288.0048,6160548.739
109,403287.963,6160548.791
110,403287.9212,6160548.844
111,403287.8795,6160548.897
112,403287.8379,6160548.949
113,403287.7963,6160549.002
114,403287.7548,6160549.054
115,403287.7135,6160549.107
116,403287.6721,6160549.159
117,403287.6309,6160549.212
118,403287.5898,6160549.264
119,403287.5487,6160549.316
120,403287.5077,6160549.369
121,403287.4668,6160549.421
122,403287.426,6160549.473
123,403287.3853,6160549.525
124,403287.3447,6160549.577
125,403287.3041,6160549.629
126,403287.2637,6160549.681
127,403287.2233,6160549.733
128,403287.1831,6160549.784
129,403287.1428,6160549.836
130,403287.1027,6160549.888
131,403287.0626,6160549.939
132,403287.0226,6160549.991
133,403286.9827,6160550.042
134,403286.9427,6160550.094
135,403286.9029,6160550.145
136,403286.8631,6160550.196
137,403286.8234,6160550.247
138,403286.7838,6160550.298
139,403286.7442,6160550.349
140,403286.7047,6160550.4
141,403286.6651,6160550.451
142,403286.6257,6160550.502
143,403286.5863,6160550.553
144,403286.547,6160550.603
145,403286.5077,6160550.654
146,403286.4684,6160550.704
147,403286.4292,6160550.754
148,403286.3901,6160550.805
149,403286.351,6160550.855
150,403286.3118,6160550.905
151,403286.2727,6160550.955
152,403286.2336,6160551.004
153,403286.1944,6160551.054
154,403286.1553,6160551.104
155,403286.1161,6160551.153
156,403286.0769,6160551.202
157,403286.0377,6160551.251
158,403285.9985,6160551.301
159,403285.9592,6160551.349
160,403285.92,6160551.398
161,403285.8807,6160551.447
162,403285.8414,6160551.495
163,403285.8021,6160551.544
164,403285.7629,6160551.592
165,403285.7236,6160551.64
166,403285.6843,6160551.688
167,403285.645,6160551.736
168,403285.6057,6160551.784
169,403285.5665,6160551.831
170,403285.5273,6160551.879
171,403285.4881,6160551.926
172,403285.4489,6160551.973
173,403285.4098,6160552.02
174,403285.3707,6160552.067
175,403285.3316,6160552.114
176,403285.2925,6160552.161
177,403285.2535,6160552.208
178,403285.2146,6160552.254
179,403285.1756,6160552.301
180,403285.1368,6160552.347
181,403285.0979,6160552.394
182,403285.0592,6160552.44
183,403285.0204,6160552.486
184,403284.9817,6160552.532
185,403284.943,6160552.578
186,403284.9044,6160552.623
187,403284.8658,6160552.669
188,403284.8272,6160552.714
189,403284.7886,6160552.76
190,403284.7501,6160552.805
191,403284.7115,6160552.85
192,403284.673,6160552.895
193,403284.6345,6160552.939
194,403284.596,6160552.984
195,403284.5575,6160553.028
196,403284.5191,6160553.073
197,403284.4806,6160553.117
198,403284.4422,6160553.161
199,403284.4037,6160553.205
200,403284.3652,6160553.249
201,403284.3269,6160553.292
202,403284.2885,6160553.336
203,403284.2501,6160553.379
204,403284.2117,6160553.423
205,403284.1734,6160553.466
206,403284.1352,6160553.509
207,403284.097,6160553.552
208,403284.0588,6160553.595
209,403284.0207,6160553.638
210,403283.9826,6160553.68
211,403283.9446,6160553.723
212,403283.9066,6160553.766
213,403283.8687,6160553.808
214,403283.8309,6160553.851
215,403283.7931,6160553.893
216,403283.7554,6160553.935
217,403283.7177,6160553.977
218,403283.6801,6160554.019
219,403283.6426,6160554.061
220,403283.6051,6160554.103
221,403283.5676,6160554.145
222,403283.5303,6160554.186
223,403283.4929,6160554.228
224,403283.4557,6160554.269
225,403283.4184,6160554.31
226,403283.3812,6160554.351
227,403283.344,6160554.392
228,403283.3069,6160554.433
229,403283.2698,6160554.474
230,403283.2328,6160554.514
231,403283.1958,6160554.555
232,403283.1588,6160554.595
233,403283.1218,6160554.635
234,403283.0849,6160554.675
235,403283.0481,6160554.714
236,403283.0112,6160554.754
237,403282.9745,6160554.793
238,403282.9378,6160554.833
239,403282.9011,6160554.872
240,403282.8645,6160554.911
241,403282.828,6160554.95
242,403282.7915,6160554.989
243,403282.7551,6160555.027
244,403282.7187,6160555.066
245,403282.6824,6160555.104
246,403282.6462,6160555.143
247,403282.61,6160555.181
248,403282.5739,6160555.219
249,403282.5379,6160555.257
250,403282.502,6160555.295
251,403282.4661,6160555.332
252,403282.4303,6160555.37
253,403282.3946,6160555.408
254,403282.359,6160555.445
255,403282.3234,6160555.482
256,403282.288,6160555.519
257,403282.2526,6160555.557
258,403282.2172,6160555.594
259,403282.182,6160555.631
260,403282.1468,6160555.667
261,403282.1117,6160555.704
262,403282.0767,6160555.741
263,403282.0418,6160555.777
264,403282.007,6160555.814
265,403281.9722,6160555.85
266,403281.9375,6160555.886
267,403281.9029,6160555.922
268,403281.8684,6160555.958
269,403281.8339,6160555.994
270,403281.7996,6160556.03
271,403281.7653,6160556.066
272,403281.7311,6160556.101
273,403281.6971,6160556.137
274,403281.6631,6160556.172
275,403281.6291,6160556.207
276,403281.5953,6160556.243
277,403281.5616,6160556.278
278,403281.528,6160556.313
279,403281.4944,6160556.347
280,403281.461,6160556.382
281,403281.4276,6160556.417
282,403281.3943,6160556.451
283,403281.361,6160556.485
284,403281.3279,6160556.52
285,403281.2947,6160556.554
286,403281.2617,6160556.588
287,403281.2287,6160556.621
288,403281.1958,6160556.655
289,403281.1629,6160556.688
290,403281.1302,6160556.722
291,403281.0975,6160556.755
292,403281.0649,6160556.788
293,403281.0323,6160556.821
294,403280.9998,6160556.854
295,403280.9675,6160556.887
296,403280.9352,6160556.92
297,403280.903,6160556.952
298,403280.8709,6160556.985
299,403280.8389,6160557.017
300,403280.807,6160557.049
301,403280.7752,6160557.081
302,403280.7435,6160557.113
303,403280.712,6160557.145
304,403280.6805,6160557.177
305,403280.6492,6160557.209
306,403280.618,6160557.241
307,403280.5869,6160557.272
308,403280.5559,6160557.304
309,403280.525,6160557.335
310,403280.4942,6160557.367
311,403280.4635,6160557.398
312,403280.4329,6160557.429
313,403280.4025,6160557.46
314,403280.3721,6160557.492
315,403280.3418,6160557.523
316,403280.3116,6160557.554
317,403280.2815,6160557.585
318,403280.2514,6160557.616
319,403280.2215,6160557.646
320,403280.1916,6160557.677
321,403280.1618,6160557.708
322,403280.1321,6160557.739
323,403280.1024,6160557.77
324,403280.0728,6160557.8
325,403280.0432,6160557.831
326,403280.0137,6160557.861
327,403279.9842,6160557.892
328,403279.9548,6160557.922
329,403279.9254,6160557.953
330,403279.8961,6160557.983
331,403279.8668,6160558.013
332,403279.8375,6160558.043
333,403279.8083,6160558.073
334,403279.7791,6160558.103
335,403279.7499,6160558.133
336,403279.7208,6160558.163
337,403279.6916,6160558.193
338,403279.6626,6160558.223
339,403279.6335,6160558.252
340,403279.6045,6160558.282
341,403279.5755,6160558.311
342,403279.5464,6160558.34
343,403279.5174,6160558.37
344,403279.4884,6160558.399
345,403279.4594,6160558.428
346,403279.4303,6160558.457
347,403279.4013,6160558.485
348,403279.3722,6160558.514
349,403279.3431,6160558.542
350,403279.314,6160558.571
351,403279.2849,6160558.599
352,403279.2558,6160558.627
353,403279.2266,6160558.655
354,403279.1974,6160558.682
355,403279.1682,6160558.71
356,403279.139,6160558.738
357,403279.1098,6160558.765
358,403279.0805,6160558.792
359,403279.0512,6160558.819
360,403279.0219,6160558.846
361,403278.9925,6160558.873
362,403278.9631,6160558.899
363,403278.9337,6160558.926
