1,52.42795,53.089468
2,52.427883,53.089417
3,52.427807,53.08935
4,52.42772,53.089272
5,52.427632,53.089192
6,52.427538,53.089107
7,52.427438,53.089017
8,52.427332,53.088918
9,52.427217,53.088815
10,52.427095,53.088707
11,52.426968,53.088592
12,52.426837,53.088475
13,52.426707,53.088358
14,52.426573,53.088237
15,52.426438,53.088115
16,52.426303,53.08799
17,52.426167,53.087865
18,52.42603,53.087742
19,52.425895,53.08762
20,52.425758,53.0875
21,52.425623,53.087378
22,52.42549,53.087258
23,52.425355,53.087138
24,52.425222,53.087018
25,52.42509,53.086898
26,52.424958,53.08678
27,52.424828,53.086662
28,52.4247,53.086547
29,52.424575,53.086433
30,52.424448,53.086322
31,52.424323,53.08621
32,52.424198,53.086098
33,52.424077,53.08599
34,52.423957,53.085883
35,52.423838,53.085777
36,52.42372,53.08567
37,52.423602,53.085563
38,52.423483,53.085457
39,52.423368,53.085353
40,52.423257,53.085257
41,52.423153,53.085165
42,52.423057,53.08508
43,52.422965,53.085
44,52.422878,53.084923
45,52.4228,53.084853
46,52.42273,53.084787
47,52.42267,53.084727
48,52.422615,53.08467
49,52.422565,53.084617
50,52.422518,53.084563
51,52.422475,53.084517
52,52.42243,53.084477
53,52.422382,53.084448
54,52.422325,53.084443
55,52.42227,53.084472
56,52.42222,53.084535
57,52.422175,53.084618
58,52.422128,53.084712
59,52.422077,53.084812
60,52.42202,53.084925
61,52.421957,53.08505
62,52.421887,53.085185
63,52.42181,53.085332
64,52.421727,53.08549
65,52.421635,53.08566
66,52.421542,53.085837
67,52.421448,53.086012
68,52.421358,53.08618
69,52.421272,53.086338
70,52.42119,53.086482
71,52.421117,53.086607
72,52.421052,53.086712
73,52.420997,53.086798
74,52.420948,53.086872
75,52.420908,53.086935
76,52.420875,53.086992
77,52.420853,53.087043
78,52.420852,53.087097
79,52.420868,53.087138
80,52.420898,53.08715
81,52.420928,53.08713
82,52.420953,53.087088
83,52.420978,53.087037
84,52.421013,53.086978
85,52.421057,53.086908
86,52.421107,53.08683
87,52.421158,53.086747
88,52.421215,53.086657
89,52.421273,53.08656
90,52.421337,53.086455
91,52.421403,53.086342
92,52.42147,53.086222
93,52.42154,53.086097
94,52.421612,53.085967
95,52.42168,53.085838
96,52.421748,53.085708
